Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
spoon_base_link,-0.045836,-3.8109E-06,0.028802,0,0,0,0.068874,8.2579E-05,-4.8961E-09,3.4903E-05,0.00012288,6.5831E-09,7.4432E-05,0,0,0,0,0,0,package://spoon_metal_own/meshes/spoon_base_link.STL,1,1,1,1,0,0,0,0,0,0,package://spoon_metal_own/meshes/spoon_base_link.STL,,摄像头固定夹具-1,坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
spoon_body,-0.00041746,0.22889,0.14202,0,0,0,0.12138,0.0014566,-7.3538E-11,2.3854E-12,0.00053013,-0.00066462,0.00099762,0,0,0,0,0,0,package://spoon_metal_own/meshes/spoon_body.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://spoon_metal_own/meshes/spoon_body.STL,,勺子转接板-3;勺子_own-1,坐标系2,,spoon_joint,fixed,0.0248,-0.00086523,0.4253,-2.2166,0,-1.5708,spoon_base_link,0,0,0,,,,,,,,,,,,
